States,District,Transaction_Year,Quarters,registeredUsers
assam,nagaon,2022,3,300653
assam,barpeta,2022,3,267667
assam,cachar,2022,3,257370
assam,sonitpur,2022,3,235752
assam,dibrugarh,2022,3,234149
assam,kamrup,2022,3,221721
assam,tinsukia,2022,3,199942
assam,jorhat,2022,3,171824
assam,dhubri,2022,3,154896
assam,kamrup metropolitan,2022,4,897245
assam,nagaon,2022,4,314901
assam,barpeta,2022,4,280479
assam,cachar,2022,4,269556
assam,sonitpur,2022,4,246327
assam,dibrugarh,2022,4,244755
assam,kamrup,2022,4,231849
assam,tinsukia,2022,4,209247
assam,jorhat,2022,4,179437
assam,dhubri,2022,4,162126
bihar,patna,2018,1,425009
bihar,muzaffarpur,2018,1,125298
bihar,gaya,2018,1,91015
bihar,purbi champaran,2018,1,87561
bihar,samastipur,2018,1,76068
bihar,bhagalpur,2018,1,76063
bihar,nalanda,2018,1,75201
bihar,darbhanga,2018,1,74414
bihar,vaishali,2018,1,67921
bihar,pashchim champaran,2018,1,67656
bihar,patna,2018,2,568657
bihar,muzaffarpur,2018,2,172315
bihar,gaya,2018,2,126422
bihar,purbi champaran,2018,2,125890
bihar,samastipur,2018,2,107143
bihar,bhagalpur,2018,2,106461
bihar,darbhanga,2018,2,105558
bihar,nalanda,2018,2,104076
bihar,pashchim champaran,2018,2,97301
bihar,vaishali,2018,2,96694
bihar,patna,2018,3,684421
bihar,muzaffarpur,2018,3,211519
bihar,purbi champaran,2018,3,162122
bihar,gaya,2018,3,160375
bihar,samastipur,2018,3,134680
bihar,darbhanga,2018,3,132803
bihar,bhagalpur,2018,3,131270
bihar,nalanda,2018,3,128472
bihar,pashchim champaran,2018,3,124955
bihar,saran,2018,3,123407
bihar,patna,2018,4,826399
bihar,muzaffarpur,2018,4,260789
bihar,purbi champaran,2018,4,206934
bihar,gaya,2018,4,203926
bihar,samastipur,2018,4,169774
bihar,darbhanga,2018,4,167302
bihar,bhagalpur,2018,4,164162
bihar,saran,2018,4,161486
bihar,pashchim champaran,2018,4,161063
bihar,nalanda,2018,4,160167
bihar,patna,2019,1,964432
bihar,muzaffarpur,2019,1,309416
bihar,purbi champaran,2019,1,252394
bihar,gaya,2019,1,245773
bihar,samastipur,2019,1,204544
bihar,darbhanga,2019,1,202521
bihar,saran,2019,1,197928
bihar,pashchim champaran,2019,1,197074
bihar,bhagalpur,2019,1,195057
bihar,madhubani,2019,1,195036
bihar,patna,2019,2,1076012
bihar,muzaffarpur,2019,2,353459
bihar,purbi champaran,2019,2,292711
bihar,gaya,2019,2,281107
bihar,samastipur,2019,2,234046
bihar,darbhanga,2019,2,232722
bihar,saran,2019,2,230068
bihar,pashchim champaran,2019,2,227901
bihar,madhubani,2019,2,226202
bihar,bhagalpur,2019,2,223725
bihar,patna,2019,3,1180262
bihar,muzaffarpur,2019,3,396343
bihar,purbi champaran,2019,3,330361
bihar,gaya,2019,3,315649
bihar,samastipur,2019,3,262875
bihar,darbhanga,2019,3,262421
bihar,saran,2019,3,260966
bihar,pashchim champaran,2019,3,256491
bihar,madhubani,2019,3,255761
bihar,bhagalpur,2019,3,249214
bihar,patna,2019,4,1289426
bihar,muzaffarpur,2019,4,445815
bihar,purbi champaran,2019,4,378861
bihar,gaya,2019,4,356225
bihar,samastipur,2019,4,297942
bihar,saran,2019,4,297022
bihar,darbhanga,2019,4,296008
bihar,pashchim champaran,2019,4,293867
bihar,madhubani,2019,4,291613
bihar,bhagalpur,2019,4,279580
bihar,patna,2020,1,1397342
bihar,muzaffarpur,2020,1,498548
bihar,purbi champaran,2020,1,431458
bihar,gaya,2020,1,398678
bihar,saran,2020,1,335039
bihar,samastipur,2020,1,334935
bihar,pashchim champaran,2020,1,334931
bihar,darbhanga,2020,1,332707
bihar,madhubani,2020,1,328630
bihar,vaishali,2020,1,312949
bihar,patna,2020,2,1506233
bihar,muzaffarpur,2020,2,558435
bihar,purbi champaran,2020,2,505364
bihar,gaya,2020,2,447895
bihar,pashchim champaran,2020,2,390547
bihar,samastipur,2020,2,381913
bihar,saran,2020,2,381281
bihar,darbhanga,2020,2,379555
bihar,madhubani,2020,2,379217
bihar,bhagalpur,2020,2,352316
bihar,patna,2020,3,1625305
bihar,muzaffarpur,2020,3,617383
bihar,purbi champaran,2020,3,570592
bihar,gaya,2020,3,493207
bihar,pashchim champaran,2020,3,435319
bihar,madhubani,2020,3,425154
bihar,saran,2020,3,424821
bihar,samastipur,2020,3,424696
bihar,darbhanga,2020,3,424611
bihar,vaishali,2020,3,391002
bihar,patna,2020,4,1752007
bihar,muzaffarpur,2020,4,673397
bihar,purbi champaran,2020,4,627214
bihar,gaya,2020,4,538319
bihar,pashchim champaran,2020,4,476717
bihar,saran,2020,4,467918
bihar,madhubani,2020,4,467849
bihar,darbhanga,2020,4,467317
bihar,samastipur,2020,4,466536
bihar,bhagalpur,2020,4,428157
bihar,patna,2021,1,1881439
bihar,muzaffarpur,2021,1,728384
bihar,purbi champaran,2021,1,681660
bihar,gaya,2021,1,581376
bihar,pashchim champaran,2021,1,517219
bihar,saran,2021,1,507177
bihar,darbhanga,2021,1,506381
bihar,madhubani,2021,1,506293
bihar,samastipur,2021,1,505806
bihar,vaishali,2021,1,463655
bihar,patna,2021,2,2010353
bihar,muzaffarpur,2021,2,781251
bihar,purbi champaran,2021,2,733817
bihar,gaya,2021,2,624010
bihar,pashchim champaran,2021,2,556408
bihar,saran,2021,2,544975
bihar,samastipur,2021,2,543782
bihar,darbhanga,2021,2,543496
bihar,madhubani,2021,2,543493
bihar,vaishali,2021,2,497933
bihar,patna,2021,3,2156402
bihar,muzaffarpur,2021,3,842701
bihar,purbi champaran,2021,3,794120
bihar,gaya,2021,3,673356
bihar,pashchim champaran,2021,3,602251
bihar,saran,2021,3,588276
bihar,madhubani,2021,3,587337
bihar,samastipur,2021,3,586990
bihar,darbhanga,2021,3,586251
bihar,vaishali,2021,3,536933
bihar,patna,2021,4,2303852
bihar,muzaffarpur,2021,4,903775
bihar,purbi champaran,2021,4,853893
bihar,gaya,2021,4,721905
bihar,pashchim champaran,2021,4,647450
bihar,saran,2021,4,631469
bihar,samastipur,2021,4,630218
bihar,madhubani,2021,4,629986
bihar,darbhanga,2021,4,628529
bihar,vaishali,2021,4,576156
bihar,patna,2022,1,2443356
bihar,muzaffarpur,2022,1,962924
bihar,purbi champaran,2022,1,912427
bihar,gaya,2022,1,769265
bihar,pashchim champaran,2022,1,692182
bihar,saran,2022,1,673849
bihar,samastipur,2022,1,672508
bihar,madhubani,2022,1,672303
bihar,darbhanga,2022,1,669850
bihar,vaishali,2022,1,614159
bihar,patna,2022,2,2577123
bihar,muzaffarpur,2022,2,1018560
bihar,purbi champaran,2022,2,967838
bihar,gaya,2022,2,814180
bihar,pashchim champaran,2022,2,734476
bihar,saran,2022,2,714109
bihar,samastipur,2022,2,712626
bihar,madhubani,2022,2,711897
bihar,darbhanga,2022,2,708828
bihar,vaishali,2022,2,650319
bihar,patna,2022,3,2716533
bihar,muzaffarpur,2022,3,1077200
bihar,purbi champaran,2022,3,1025772
bihar,gaya,2022,3,859903
bihar,pashchim champaran,2022,3,777977
bihar,saran,2022,3,756293
bihar,samastipur,2022,3,754322
bihar,madhubani,2022,3,753153
bihar,darbhanga,2022,3,749430
bihar,vaishali,2022,3,688248
bihar,patna,2022,4,2854738
bihar,muzaffarpur,2022,4,1132096
bihar,purbi champaran,2022,4,1079466
bihar,gaya,2022,4,902593
bihar,pashchim champaran,2022,4,817644
bihar,saran,2022,4,795553
bihar,samastipur,2022,4,793296
bihar,madhubani,2022,4,790218
bihar,darbhanga,2022,4,787306
bihar,vaishali,2022,4,723338
chandigarh,chandigarh,2018,1,86268
chandigarh,chandigarh,2018,2,115219
chandigarh,chandigarh,2018,3,143893
chandigarh,chandigarh,2018,4,177747
chandigarh,chandigarh,2019,1,209175
chandigarh,chandigarh,2019,2,240439
chandigarh,chandigarh,2019,3,267337
chandigarh,chandigarh,2019,4,289590
chandigarh,chandigarh,2020,1,312887
chandigarh,chandigarh,2020,2,336351
chandigarh,chandigarh,2020,3,362588
chandigarh,chandigarh,2020,4,391402
chandigarh,chandigarh,2021,1,419998
chandigarh,chandigarh,2021,2,448572
chandigarh,chandigarh,2021,3,480463
chandigarh,chandigarh,2021,4,512092
chandigarh,chandigarh,2022,1,541549
chandigarh,chandigarh,2022,2,569582
chandigarh,chandigarh,2022,3,598698
chandigarh,chandigarh,2022,4,627563
chhattisgarh,raipur,2018,1,135308
chhattisgarh,durg,2018,1,91516
chhattisgarh,bilaspur,2018,1,68704
chhattisgarh,raigarh,2018,1,51628
chhattisgarh,janjgir champa,2018,1,42297
chhattisgarh,korba,2018,1,39075
chhattisgarh,rajnandgaon,2018,1,26295
chhattisgarh,surguja,2018,1,22001
chhattisgarh,baloda bazar,2018,1,21747
chhattisgarh,mahasamund,2018,1,19608
chhattisgarh,raipur,2018,2,185747
chhattisgarh,durg,2018,2,124515
chhattisgarh,bilaspur,2018,2,94888
chhattisgarh,raigarh,2018,2,70970
chhattisgarh,janjgir champa,2018,2,60185
chhattisgarh,korba,2018,2,54105
chhattisgarh,rajnandgaon,2018,2,38120
chhattisgarh,baloda bazar,2018,2,32314
chhattisgarh,surguja,2018,2,30374
chhattisgarh,mahasamund,2018,2,28208
chhattisgarh,raipur,2018,3,231146
chhattisgarh,durg,2018,3,150753
chhattisgarh,bilaspur,2018,3,119415
chhattisgarh,raigarh,2018,3,89911
chhattisgarh,janjgir champa,2018,3,77834
chhattisgarh,korba,2018,3,68746
chhattisgarh,rajnandgaon,2018,3,50271
chhattisgarh,baloda bazar,2018,3,43335
chhattisgarh,surguja,2018,3,40025
chhattisgarh,mahasamund,2018,3,36628
chhattisgarh,raipur,2018,4,289198
chhattisgarh,durg,2018,4,185746
chhattisgarh,bilaspur,2018,4,153972
chhattisgarh,raigarh,2018,4,116785
chhattisgarh,janjgir champa,2018,4,107156
chhattisgarh,korba,2018,4,88680
chhattisgarh,rajnandgaon,2018,4,64828
chhattisgarh,baloda bazar,2018,4,60270
chhattisgarh,surguja,2018,4,51776
chhattisgarh,mahasamund,2018,4,47626
chhattisgarh,raipur,2019,1,351495
chhattisgarh,durg,2019,1,224058
chhattisgarh,bilaspur,2019,1,184636
chhattisgarh,raigarh,2019,1,139059
chhattisgarh,janjgir champa,2019,1,130114
chhattisgarh,korba,2019,1,105570
chhattisgarh,rajnandgaon,2019,1,78320
chhattisgarh,baloda bazar,2019,1,73454
chhattisgarh,surguja,2019,1,62300
chhattisgarh,mahasamund,2019,1,56953
chhattisgarh,raipur,2019,2,405792
chhattisgarh,durg,2019,2,257557
chhattisgarh,bilaspur,2019,2,209039
chhattisgarh,raigarh,2019,2,156178
chhattisgarh,janjgir champa,2019,2,147327
chhattisgarh,korba,2019,2,119540
chhattisgarh,rajnandgaon,2019,2,91198
chhattisgarh,baloda bazar,2019,2,84458
chhattisgarh,surguja,2019,2,71076
chhattisgarh,mahasamund,2019,2,65492
chhattisgarh,raipur,2019,3,455785
chhattisgarh,durg,2019,3,289803
chhattisgarh,bilaspur,2019,3,230364
chhattisgarh,raigarh,2019,3,170447
chhattisgarh,janjgir champa,2019,3,161232
chhattisgarh,korba,2019,3,131850
chhattisgarh,rajnandgaon,2019,3,101617
chhattisgarh,baloda bazar,2019,3,93416
chhattisgarh,surguja,2019,3,79170
chhattisgarh,mahasamund,2019,3,72039
chhattisgarh,raipur,2019,4,506122
chhattisgarh,durg,2019,4,321390
chhattisgarh,bilaspur,2019,4,257350
chhattisgarh,raigarh,2019,4,189764
chhattisgarh,janjgir champa,2019,4,180195
chhattisgarh,korba,2019,4,147812
chhattisgarh,rajnandgaon,2019,4,113965
chhattisgarh,baloda bazar,2019,4,104742
chhattisgarh,surguja,2019,4,89297
chhattisgarh,mahasamund,2019,4,80893
chhattisgarh,raipur,2020,1,559412
chhattisgarh,durg,2020,1,353311
chhattisgarh,bilaspur,2020,1,284320
chhattisgarh,raigarh,2020,1,208338
chhattisgarh,janjgir champa,2020,1,199431
chhattisgarh,korba,2020,1,163500
chhattisgarh,rajnandgaon,2020,1,126699
chhattisgarh,baloda bazar,2020,1,115907
chhattisgarh,surguja,2020,1,98711
chhattisgarh,mahasamund,2020,1,89942
chhattisgarh,raipur,2020,2,616931
chhattisgarh,durg,2020,2,387874
chhattisgarh,bilaspur,2020,2,316669
chhattisgarh,raigarh,2020,2,233080
chhattisgarh,janjgir champa,2020,2,227716
chhattisgarh,korba,2020,2,184399
chhattisgarh,rajnandgaon,2020,2,146098
chhattisgarh,baloda bazar,2020,2,134301
chhattisgarh,surguja,2020,2,110765
chhattisgarh,mahasamund,2020,2,103117
chhattisgarh,raipur,2020,3,679027
chhattisgarh,durg,2020,3,426052
chhattisgarh,bilaspur,2020,3,349586
chhattisgarh,raigarh,2020,3,259581
chhattisgarh,janjgir champa,2020,3,254275
chhattisgarh,korba,2020,3,204448
chhattisgarh,rajnandgaon,2020,3,166416
chhattisgarh,baloda bazar,2020,3,150975
chhattisgarh,surguja,2020,3,124081
chhattisgarh,mahasamund,2020,3,116370
chhattisgarh,raipur,2020,4,743167
chhattisgarh,durg,2020,4,464870
chhattisgarh,bilaspur,2020,4,384115
chhattisgarh,raigarh,2020,4,285081
chhattisgarh,janjgir champa,2020,4,280474
chhattisgarh,korba,2020,4,225683
chhattisgarh,rajnandgaon,2020,4,185815
chhattisgarh,baloda bazar,2020,4,166144
chhattisgarh,surguja,2020,4,137221
chhattisgarh,mahasamund,2020,4,129536
chhattisgarh,raipur,2021,1,800224
chhattisgarh,durg,2021,1,498453
chhattisgarh,bilaspur,2021,1,413692
chhattisgarh,raigarh,2021,1,306712
chhattisgarh,janjgir champa,2021,1,301931
chhattisgarh,korba,2021,1,243030
chhattisgarh,rajnandgaon,2021,1,200572
chhattisgarh,baloda bazar,2021,1,178486
chhattisgarh,surguja,2021,1,147969
chhattisgarh,mahasamund,2021,1,139572
chhattisgarh,raipur,2021,2,855848
chhattisgarh,durg,2021,2,531550
chhattisgarh,bilaspur,2021,2,442330
chhattisgarh,raigarh,2021,2,328664
chhattisgarh,janjgir champa,2021,2,322297
chhattisgarh,korba,2021,2,260168
chhattisgarh,rajnandgaon,2021,2,215143
chhattisgarh,baloda bazar,2021,2,191114
chhattisgarh,surguja,2021,2,158949
chhattisgarh,mahasamund,2021,2,149983
chhattisgarh,raipur,2021,3,917950
chhattisgarh,durg,2021,3,568361
chhattisgarh,bilaspur,2021,3,474660
chhattisgarh,raigarh,2021,3,354087
chhattisgarh,janjgir champa,2021,3,346366
chhattisgarh,korba,2021,3,279897
chhattisgarh,rajnandgaon,2021,3,232140
chhattisgarh,baloda bazar,2021,3,205941
chhattisgarh,surguja,2021,3,171276
chhattisgarh,mahasamund,2021,3,161893
chhattisgarh,raipur,2021,4,979741
chhattisgarh,durg,2021,4,604621
chhattisgarh,bilaspur,2021,4,506449
chhattisgarh,raigarh,2021,4,378507
chhattisgarh,janjgir champa,2021,4,368980
chhattisgarh,korba,2021,4,299191
chhattisgarh,rajnandgaon,2021,4,248230
chhattisgarh,baloda bazar,2021,4,220188
chhattisgarh,surguja,2021,4,183559
chhattisgarh,mahasamund,2021,4,173519
chhattisgarh,raipur,2022,1,1038105
chhattisgarh,durg,2022,1,639688
chhattisgarh,bilaspur,2022,1,537617
chhattisgarh,raigarh,2022,1,403164
chhattisgarh,janjgir champa,2022,1,392285
chhattisgarh,korba,2022,1,317604
chhattisgarh,rajnandgaon,2022,1,264326
chhattisgarh,baloda bazar,2022,1,234464
chhattisgarh,surguja,2022,1,195440
chhattisgarh,mahasamund,2022,1,185227
chhattisgarh,raipur,2022,2,1093318
chhattisgarh,durg,2022,2,672947
chhattisgarh,bilaspur,2022,2,566475
chhattisgarh,raigarh,2022,2,425526
chhattisgarh,janjgir champa,2022,2,414133
chhattisgarh,korba,2022,2,334672
chhattisgarh,rajnandgaon,2022,2,278724
chhattisgarh,baloda bazar,2022,2,247634
chhattisgarh,surguja,2022,2,206354
chhattisgarh,mahasamund,2022,2,195406
chhattisgarh,raipur,2022,3,1150501
chhattisgarh,durg,2022,3,707241
chhattisgarh,bilaspur,2022,3,596003
chhattisgarh,raigarh,2022,3,448366
chhattisgarh,janjgir champa,2022,3,436349
chhattisgarh,korba,2022,3,352198
chhattisgarh,rajnandgaon,2022,3,292804
chhattisgarh,baloda bazar,2022,3,260632
chhattisgarh,surguja,2022,3,217313
chhattisgarh,mahasamund,2022,3,205270
chhattisgarh,raipur,2022,4,1205632
chhattisgarh,durg,2022,4,740173
chhattisgarh,bilaspur,2022,4,622644
chhattisgarh,raigarh,2022,4,468010
chhattisgarh,janjgir champa,2022,4,455430
chhattisgarh,korba,2022,4,368179
chhattisgarh,rajnandgaon,2022,4,304353
chhattisgarh,baloda bazar,2022,4,271259
chhattisgarh,surguja,2022,4,226706
chhattisgarh,mahasamund,2022,4,213189
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2018,1,32028
dadra-&-nagar-haveli-&-daman-&-diu,daman,2018,1,18677
dadra-&-nagar-haveli-&-daman-&-diu,diu,2018,1,2553
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2018,2,43085
dadra-&-nagar-haveli-&-daman-&-diu,daman,2018,2,25144
dadra-&-nagar-haveli-&-daman-&-diu,diu,2018,2,3229
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2018,3,55626
dadra-&-nagar-haveli-&-daman-&-diu,daman,2018,3,32651
dadra-&-nagar-haveli-&-daman-&-diu,diu,2018,3,3830
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2018,4,69833
dadra-&-nagar-haveli-&-daman-&-diu,daman,2018,4,42069
dadra-&-nagar-haveli-&-daman-&-diu,diu,2018,4,4609
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2019,1,83987
dadra-&-nagar-haveli-&-daman-&-diu,daman,2019,1,51093
dadra-&-nagar-haveli-&-daman-&-diu,diu,2019,1,5452
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2019,2,94382
dadra-&-nagar-haveli-&-daman-&-diu,daman,2019,2,58005
dadra-&-nagar-haveli-&-daman-&-diu,diu,2019,2,6193
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2019,3,105329
dadra-&-nagar-haveli-&-daman-&-diu,daman,2019,3,64854
dadra-&-nagar-haveli-&-daman-&-diu,diu,2019,3,6746
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2019,4,117805
dadra-&-nagar-haveli-&-daman-&-diu,daman,2019,4,72470
dadra-&-nagar-haveli-&-daman-&-diu,diu,2019,4,7323
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2020,1,130255
dadra-&-nagar-haveli-&-daman-&-diu,daman,2020,1,80329
dadra-&-nagar-haveli-&-daman-&-diu,diu,2020,1,7912
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2020,2,146003
dadra-&-nagar-haveli-&-daman-&-diu,daman,2020,2,90016
dadra-&-nagar-haveli-&-daman-&-diu,diu,2020,2,8795
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2020,3,160183
dadra-&-nagar-haveli-&-daman-&-diu,daman,2020,3,98108
dadra-&-nagar-haveli-&-daman-&-diu,diu,2020,3,9655
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2020,4,177432
dadra-&-nagar-haveli-&-daman-&-diu,daman,2020,4,108511
dadra-&-nagar-haveli-&-daman-&-diu,diu,2020,4,10550
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2021,1,192262
dadra-&-nagar-haveli-&-daman-&-diu,daman,2021,1,117728
dadra-&-nagar-haveli-&-daman-&-diu,diu,2021,1,11406
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2021,2,206516
dadra-&-nagar-haveli-&-daman-&-diu,daman,2021,2,126258
dadra-&-nagar-haveli-&-daman-&-diu,diu,2021,2,12220
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2021,3,222731
dadra-&-nagar-haveli-&-daman-&-diu,daman,2021,3,135976
dadra-&-nagar-haveli-&-daman-&-diu,diu,2021,3,13167
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2021,4,239110
dadra-&-nagar-haveli-&-daman-&-diu,daman,2021,4,145806
dadra-&-nagar-haveli-&-daman-&-diu,diu,2021,4,14047
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2022,1,254577
dadra-&-nagar-haveli-&-daman-&-diu,daman,2022,1,155029
dadra-&-nagar-haveli-&-daman-&-diu,diu,2022,1,14964
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2022,2,269344
dadra-&-nagar-haveli-&-daman-&-diu,daman,2022,2,163861
dadra-&-nagar-haveli-&-daman-&-diu,diu,2022,2,15811
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2022,3,284923
dadra-&-nagar-haveli-&-daman-&-diu,daman,2022,3,173219
dadra-&-nagar-haveli-&-daman-&-diu,diu,2022,3,16665
dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli,2022,4,300217
dadra-&-nagar-haveli-&-daman-&-diu,daman,2022,4,182481
dadra-&-nagar-haveli-&-daman-&-diu,diu,2022,4,17427
delhi,west,2018,1,308558
delhi,south east delhi,2018,1,251213
delhi,north west,2018,1,223679
delhi,new delhi,2018,1,212008
delhi,central delhi,2018,1,202723
delhi,south west,2018,1,179197
delhi,north,2018,1,173622
delhi,east,2018,1,169295
delhi,south,2018,1,156706
delhi,shahdara,2018,1,114549
delhi,west,2018,2,406877
delhi,south east delhi,2018,2,333350
delhi,north west,2018,2,294038
delhi,new delhi,2018,2,282319
delhi,central delhi,2018,2,267154
delhi,south west,2018,2,236789
delhi,north,2018,2,227958
delhi,east,2018,2,221449
delhi,south,2018,2,206935
delhi,shahdara,2018,2,152113
delhi,west,2018,3,515854
delhi,south east delhi,2018,3,423177
delhi,north west,2018,3,376806
delhi,new delhi,2018,3,363140
delhi,central delhi,2018,3,340549
delhi,south west,2018,3,297663
delhi,north,2018,3,290251
delhi,east,2018,3,280847
delhi,south,2018,3,264628
delhi,shahdara,2018,3,192430
delhi,west,2018,4,686653
delhi,south east delhi,2018,4,564640
delhi,north west,2018,4,496928
delhi,new delhi,2018,4,470991
delhi,central delhi,2018,4,446787
delhi,south west,2018,4,393208
delhi,north,2018,4,379177
delhi,east,2018,4,373139
delhi,south,2018,4,344311
delhi,shahdara,2018,4,257785
delhi,west,2019,1,820526
delhi,south east delhi,2019,1,671667
delhi,north west,2019,1,583438
delhi,new delhi,2019,1,558516
delhi,central delhi,2019,1,529918
delhi,south west,2019,1,467571
delhi,north,2019,1,447987
delhi,east,2019,1,439639
delhi,south,2019,1,407519
delhi,shahdara,2019,1,310351
delhi,west,2019,2,919096
delhi,south east delhi,2019,2,749218
delhi,north west,2019,2,649377
delhi,new delhi,2019,2,637526
delhi,central delhi,2019,2,596940
delhi,south west,2019,2,519422
delhi,north,2019,2,502570
delhi,east,2019,2,487121
delhi,south,2019,2,453829
delhi,shahdara,2019,2,352312
delhi,west,2019,3,1008836
delhi,south east delhi,2019,3,821304
delhi,north west,2019,3,709448
delhi,new delhi,2019,3,705546
delhi,central delhi,2019,3,658985
delhi,south west,2019,3,567496
delhi,north,2019,3,554029
delhi,east,2019,3,532254
delhi,south,2019,3,498200
delhi,shahdara,2019,3,391827
