Name,States,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
Peer-to-peer payments,assam,2020,2,TOTAL,3648386,17358374071.26616
Merchant payments,assam,2020,2,TOTAL,742400,749018053.2400584
Financial Services,assam,2020,2,TOTAL,19814,18130004.687672265
Others,assam,2020,2,TOTAL,49278,28255168.009208795
Peer-to-peer payments,assam,2020,3,TOTAL,5637893,26646565777.43919
Recharge & bill payments,assam,2020,3,TOTAL,5292154,1627282415.9451878
Merchant payments,assam,2020,3,TOTAL,1383230,1492484153.3873158
Financial Services,assam,2020,3,TOTAL,24954,28452966.026372254
Others,assam,2020,3,TOTAL,59480,36605946.74600269
Peer-to-peer payments,assam,2020,4,TOTAL,7538478,36013292450.814384
Recharge & bill payments,assam,2020,4,TOTAL,5383505,1662189124.4177454
Merchant payments,assam,2020,4,TOTAL,2392184,2466913305.59039
Financial Services,assam,2020,4,TOTAL,29764,32314809.975261033
Others,assam,2020,4,TOTAL,79523,51901628.46643049
Peer-to-peer payments,assam,2021,1,TOTAL,9449096,45476079487.10464
Recharge & bill payments,assam,2021,1,TOTAL,6494111,2103017761.546533
Merchant payments,assam,2021,1,TOTAL,3459132,3657261586.2001615
Financial Services,assam,2021,1,TOTAL,34049,41291047.3832124
Others,assam,2021,1,TOTAL,75672,48814663.88782827
Peer-to-peer payments,assam,2021,2,TOTAL,11668399,51521387890.61253
Recharge & bill payments,assam,2021,2,TOTAL,9058005,2657676415.2458973
Merchant payments,assam,2021,2,TOTAL,4562669,4914753140.040101
Financial Services,assam,2021,2,TOTAL,49671,46106001.498141706
Others,assam,2021,2,TOTAL,94161,52549929.267157935
Peer-to-peer payments,assam,2021,3,TOTAL,15617592,64131823895.235466
Recharge & bill payments,assam,2021,3,TOTAL,10284267,3248364164.1984267
Merchant payments,assam,2021,3,TOTAL,7431371,8208706348.034584
Financial Services,assam,2021,3,TOTAL,39479,43889820.495989755
Others,assam,2021,3,TOTAL,131732,67715045.34317216
Peer-to-peer payments,assam,2021,4,TOTAL,21393962,86801625126.53499
Merchant payments,assam,2021,4,TOTAL,12895755,13378765005.905182
Recharge & bill payments,assam,2021,4,TOTAL,11484376,3842004488.3733196
Financial Services,assam,2021,4,TOTAL,60724,65456475.826191336
Others,assam,2021,4,TOTAL,185544,97116796.57575196
Peer-to-peer payments,assam,2022,1,TOTAL,27156085,108855352347.44865
Merchant payments,assam,2022,1,TOTAL,19011883,18833132506.022354
Recharge & bill payments,assam,2022,1,TOTAL,12474674,4424035840.366192
Financial Services,assam,2022,1,TOTAL,68432,73257991.39188361
Others,assam,2022,1,TOTAL,178812,94659207.47378007
Peer-to-peer payments,assam,2022,2,TOTAL,33879530,123829913105.31845
Merchant payments,assam,2022,2,TOTAL,28377534,24333260089.826862
Recharge & bill payments,assam,2022,2,TOTAL,13858113,4814695679.877083
Financial Services,assam,2022,2,TOTAL,50785,55549153.74320389
Others,assam,2022,2,TOTAL,168763,77624058.0178437
Peer-to-peer payments,assam,2022,3,TOTAL,37000266,127264703851.96637
Merchant payments,assam,2022,3,TOTAL,34935460,28789992307.161205
Recharge & bill payments,assam,2022,3,TOTAL,13974568,5295136932.037907
Financial Services,assam,2022,3,TOTAL,65066,62882386.459812224
Others,assam,2022,3,TOTAL,138451,76363577.27323309
Peer-to-peer payments,assam,2022,4,TOTAL,44828832,150693397669.18314
Merchant payments,assam,2022,4,TOTAL,43605784,36033810141.574844
Recharge & bill payments,assam,2022,4,TOTAL,15344794,5773980885.270762
Financial Services,assam,2022,4,TOTAL,74414,75960367.91633397
Others,assam,2022,4,TOTAL,127443,76370123.60102956
Recharge & bill payments,bihar,2018,1,TOTAL,3159922,375559206.7727593
Peer-to-peer payments,bihar,2018,1,TOTAL,2052089,5295346761.45083
Financial Services,bihar,2018,1,TOTAL,194295,33999413.87739952
Merchant payments,bihar,2018,1,TOTAL,138885,139827755.73655012
Others,bihar,2018,1,TOTAL,279111,201025034.17960182
Recharge & bill payments,bihar,2018,2,TOTAL,4346849,700649777.0602969
Peer-to-peer payments,bihar,2018,2,TOTAL,3447898,12141448845.077621
Merchant payments,bihar,2018,2,TOTAL,311487,318571872.8216527
Financial Services,bihar,2018,2,TOTAL,267433,45332532.096432865
Others,bihar,2018,2,TOTAL,258711,300128082.6160458
Peer-to-peer payments,bihar,2018,3,TOTAL,8893764,18695889187.89432
Recharge & bill payments,bihar,2018,3,TOTAL,4401439,804061398.5166465
Merchant payments,bihar,2018,3,TOTAL,586862,367608510.7261781
Financial Services,bihar,2018,3,TOTAL,274510,33276460.45213346
Others,bihar,2018,3,TOTAL,211229,234968821.31206354
Peer-to-peer payments,bihar,2018,4,TOTAL,8094296,26224303882.80399
Recharge & bill payments,bihar,2018,4,TOTAL,5469096,986310785.0093702
Merchant payments,bihar,2018,4,TOTAL,1680664,848968693.0665624
Financial Services,bihar,2018,4,TOTAL,237247,36199427.51318769
Others,bihar,2018,4,TOTAL,251098,302214380.18458414
Peer-to-peer payments,bihar,2019,1,TOTAL,16807040,38824078062.32093
Recharge & bill payments,bihar,2019,1,TOTAL,7036367,1333688182.5386746
Merchant payments,bihar,2019,1,TOTAL,2055267,1024996999.5279309
Financial Services,bihar,2019,1,TOTAL,204689,28599535.734409343
Others,bihar,2019,1,TOTAL,252871,291464734.4043106
Peer-to-peer payments,bihar,2019,2,TOTAL,15837449,58381285240.80835
Recharge & bill payments,bihar,2019,2,TOTAL,9279442,1996804238.2749753
Merchant payments,bihar,2019,2,TOTAL,4365465,2308145849.844257
Financial Services,bihar,2019,2,TOTAL,129603,63338108.53755434
Others,bihar,2019,2,TOTAL,348520,382864846.0767575
Peer-to-peer payments,bihar,2019,3,TOTAL,15446119,61831776093.09613
Recharge & bill payments,bihar,2019,3,TOTAL,9115040,2140566974.705637
Merchant payments,bihar,2019,3,TOTAL,7206001,3413490288.3137074
Financial Services,bihar,2019,3,TOTAL,89997,20145460.42764103
Others,bihar,2019,3,TOTAL,282743,286804437.7358033
Peer-to-peer payments,bihar,2019,4,TOTAL,26337842,86340631422.24606
Recharge & bill payments,bihar,2019,4,TOTAL,11358597,2649616529.830146
Merchant payments,bihar,2019,4,TOTAL,5519582,4177574379.0405855
Financial Services,bihar,2019,4,TOTAL,100192,18815964.761792127
Others,bihar,2019,4,TOTAL,214101,126788281.9306988
Peer-to-peer payments,bihar,2020,1,TOTAL,23163922,99873688132.9031
Recharge & bill payments,bihar,2020,1,TOTAL,13837430,3680590624.9006104
Merchant payments,bihar,2020,1,TOTAL,7822567,5562692116.5708065
Financial Services,bihar,2020,1,TOTAL,57233,23954789.407903705
Others,bihar,2020,1,TOTAL,200663,115927863.46366584
Peer-to-peer payments,bihar,2020,2,TOTAL,26572651,116244368941.33606
Recharge & bill payments,bihar,2020,2,TOTAL,19522564,5642294772.453551
Merchant payments,bihar,2020,2,TOTAL,7011681,6760404421.62296
Financial Services,bihar,2020,2,TOTAL,73119,54077813.2606806
Others,bihar,2020,2,TOTAL,206727,105377680.17075577
Peer-to-peer payments,bihar,2020,3,TOTAL,37294332,153664683751.53278
Recharge & bill payments,bihar,2020,3,TOTAL,19027978,6313780616.601829
Merchant payments,bihar,2020,3,TOTAL,14777337,13111735855.02769
Financial Services,bihar,2020,3,TOTAL,104135,81355476.16367023
Others,bihar,2020,3,TOTAL,299966,157309412.49242482
Peer-to-peer payments,bihar,2020,4,TOTAL,49432098,208484557891.42865
Merchant payments,bihar,2020,4,TOTAL,26750991,23185594534.30522
Recharge & bill payments,bihar,2020,4,TOTAL,19908687,6926960996.688756
Financial Services,bihar,2020,4,TOTAL,119416,100785736.00790763
Others,bihar,2020,4,TOTAL,380481,207713978.04223877
Peer-to-peer payments,bihar,2021,1,TOTAL,58566582,242013312361.31104
Merchant payments,bihar,2021,1,TOTAL,33959313,30171144593.369873
Recharge & bill payments,bihar,2021,1,TOTAL,21974086,8505455545.448764
Financial Services,bihar,2021,1,TOTAL,124277,112949858.25028673
Others,bihar,2021,1,TOTAL,308219,170787342.8481179
Peer-to-peer payments,bihar,2021,2,TOTAL,78694099,319758683264.15344
Merchant payments,bihar,2021,2,TOTAL,44686786,43458914639.77138
Recharge & bill payments,bihar,2021,2,TOTAL,31646149,11030849713.502428
Financial Services,bihar,2021,2,TOTAL,149791,116086345.91301711
Others,bihar,2021,2,TOTAL,426797,215721223.2386405
Peer-to-peer payments,bihar,2021,3,TOTAL,92785704,331514102784.2631
Merchant payments,bihar,2021,3,TOTAL,64094961,53849745604.9643
Recharge & bill payments,bihar,2021,3,TOTAL,30081746,11327303470.019915
Financial Services,bihar,2021,3,TOTAL,135748,130349071.61901987
Others,bihar,2021,3,TOTAL,572954,241260025.54569885
Peer-to-peer payments,bihar,2021,4,TOTAL,117340712,423665098014.2792
Merchant payments,bihar,2021,4,TOTAL,95992559,81729122295.53772
Recharge & bill payments,bihar,2021,4,TOTAL,30824177,13438634948.212643
Financial Services,bihar,2021,4,TOTAL,186298,173358268.82083318
Others,bihar,2021,4,TOTAL,783199,365400541.9114517
Peer-to-peer payments,bihar,2022,1,TOTAL,138085265,500024806542.69324
Merchant payments,bihar,2022,1,TOTAL,114892163,95507710275.50963
Recharge & bill payments,bihar,2022,1,TOTAL,30545266,15431605247.390364
Financial Services,bihar,2022,1,TOTAL,169722,148088975.22896564
Others,bihar,2022,1,TOTAL,698018,299484690.3236611
Peer-to-peer payments,bihar,2022,2,TOTAL,164119431,610448610667.7207
Merchant payments,bihar,2022,2,TOTAL,158289353,126423430586.42947
Recharge & bill payments,bihar,2022,2,TOTAL,36950622,17225668601.948982
Financial Services,bihar,2022,2,TOTAL,124199,116203820.91131489
Others,bihar,2022,2,TOTAL,661424,247541289.12967217
Merchant payments,bihar,2022,3,TOTAL,198273336,137873615624.72937
Peer-to-peer payments,bihar,2022,3,TOTAL,192304951,632747186972.1919
Recharge & bill payments,bihar,2022,3,TOTAL,46044353,20417791249.028316
Financial Services,bihar,2022,3,TOTAL,179533,161987346.1868727
Others,bihar,2022,3,TOTAL,565212,245905365.7791165
Merchant payments,bihar,2022,4,TOTAL,243777692,172924170171.63205
Peer-to-peer payments,bihar,2022,4,TOTAL,225487662,739870172148.0806
Recharge & bill payments,bihar,2022,4,TOTAL,47054083,22729599211.247635
Financial Services,bihar,2022,4,TOTAL,205989,199208429.5113938
Others,bihar,2022,4,TOTAL,559223,288999714.3604311
Recharge & bill payments,chandigarh,2018,1,TOTAL,201262,47479581.16264416
Peer-to-peer payments,chandigarh,2018,1,TOTAL,135136,527998849.34055936
Merchant payments,chandigarh,2018,1,TOTAL,21431,19477066.533276718
Financial Services,chandigarh,2018,1,TOTAL,8473,1865618.249949839
Others,chandigarh,2018,1,TOTAL,15593,16614305.58119321
Recharge & bill payments,chandigarh,2018,2,TOTAL,224548,76722906.67871952
Peer-to-peer payments,chandigarh,2018,2,TOTAL,194627,835296156.4220204
Merchant payments,chandigarh,2018,2,TOTAL,34606,29408471.506333277
Financial Services,chandigarh,2018,2,TOTAL,11927,3679451.8635118967
Others,chandigarh,2018,2,TOTAL,13376,16116275.274144217
Peer-to-peer payments,chandigarh,2018,3,TOTAL,295358,1217617705.9681761
Recharge & bill payments,chandigarh,2018,3,TOTAL,236445,100639674.6708905
Merchant payments,chandigarh,2018,3,TOTAL,64998,37560565.97386869
Financial Services,chandigarh,2018,3,TOTAL,7642,1302311.5967954171
Others,chandigarh,2018,3,TOTAL,12493,12234189.324580798
Peer-to-peer payments,chandigarh,2018,4,TOTAL,431461,1793871702.3196409
Recharge & bill payments,chandigarh,2018,4,TOTAL,310527,128130475.99274208
Merchant payments,chandigarh,2018,4,TOTAL,135266,94010713.60616027
Financial Services,chandigarh,2018,4,TOTAL,10008,2039811.3372037038
Others,chandigarh,2018,4,TOTAL,17854,14538888.5242277
Peer-to-peer payments,chandigarh,2019,1,TOTAL,689400,2123866601.6513758
Recharge & bill payments,chandigarh,2019,1,TOTAL,390610,161414934.10238376
Merchant payments,chandigarh,2019,1,TOTAL,169984,97230471.44089967
Financial Services,chandigarh,2019,1,TOTAL,7412,917030.9066760786
Others,chandigarh,2019,1,TOTAL,17070,12603012.342693318
Peer-to-peer payments,chandigarh,2019,2,TOTAL,604849,2339922407.523348
Recharge & bill payments,chandigarh,2019,2,TOTAL,342294,185659011.54417655
Merchant payments,chandigarh,2019,2,TOTAL,277811,152766864.66190332
Financial Services,chandigarh,2019,2,TOTAL,5590,839765.161351582
Others,chandigarh,2019,2,TOTAL,21926,13928050.053676538
Peer-to-peer payments,chandigarh,2019,3,TOTAL,722233,2815184152.8041325
Merchant payments,chandigarh,2019,3,TOTAL,447069,226535908.8355719
Recharge & bill payments,chandigarh,2019,3,TOTAL,308219,213884900.47217816
Financial Services,chandigarh,2019,3,TOTAL,2447,794918.674981478
Others,chandigarh,2019,3,TOTAL,26575,13282206.873976795
Peer-to-peer payments,chandigarh,2019,4,TOTAL,927850,3586763928.6423693
Merchant payments,chandigarh,2019,4,TOTAL,561630,318692521.79224944
Recharge & bill payments,chandigarh,2019,4,TOTAL,338203,237695594.96329552
Financial Services,chandigarh,2019,4,TOTAL,1911,654298.6785004465
Others,chandigarh,2019,4,TOTAL,21321,8707473.86293627
Peer-to-peer payments,chandigarh,2020,1,TOTAL,1087401,4421372542.468033
Merchant payments,chandigarh,2020,1,TOTAL,764832,438193845.4527705
Recharge & bill payments,chandigarh,2020,1,TOTAL,389851,257250007.2445577
Financial Services,chandigarh,2020,1,TOTAL,1574,1406138.1883251297
Others,chandigarh,2020,1,TOTAL,18853,8230536.662513691
Peer-to-peer payments,chandigarh,2020,2,TOTAL,766698,3293060119.5471582
Merchant payments,chandigarh,2020,2,TOTAL,390906,331423259.0003719
Recharge & bill payments,chandigarh,2020,2,TOTAL,361577,214425229.3354035
Financial Services,chandigarh,2020,2,TOTAL,1797,3982005.1176844486
Others,chandigarh,2020,2,TOTAL,7032,4125116.689457224
Peer-to-peer payments,chandigarh,2020,3,TOTAL,981986,4178346395.412492
Merchant payments,chandigarh,2020,3,TOTAL,796634,604271248.9262259
Recharge & bill payments,chandigarh,2020,3,TOTAL,366353,296964794.9657042
Financial Services,chandigarh,2020,3,TOTAL,2643,5254415.457263877
Others,chandigarh,2020,3,TOTAL,10470,4972498.603385328
Merchant payments,chandigarh,2020,4,TOTAL,1322026,939307675.8510206
Peer-to-peer payments,chandigarh,2020,4,TOTAL,1159377,4872318731.339843
Recharge & bill payments,chandigarh,2020,4,TOTAL,409997,320731281.94750684
Financial Services,chandigarh,2020,4,TOTAL,3346,4400109.748752326
Others,chandigarh,2020,4,TOTAL,17970,10005102.462219946
Merchant payments,chandigarh,2021,1,TOTAL,1799072,1210594490.0981498
Peer-to-peer payments,chandigarh,2021,1,TOTAL,1472084,5916467167.303293
Recharge & bill payments,chandigarh,2021,1,TOTAL,678396,451109555.33889335
Financial Services,chandigarh,2021,1,TOTAL,5111,7700394.761505902
Others,chandigarh,2021,1,TOTAL,15574,10549252.044153867
Merchant payments,chandigarh,2021,2,TOTAL,1926913,1390989390.7789688
Peer-to-peer payments,chandigarh,2021,2,TOTAL,1663559,6541132352.922333
Recharge & bill payments,chandigarh,2021,2,TOTAL,806710,467698864.6672056
Financial Services,chandigarh,2021,2,TOTAL,5502,7394941.032842191
Others,chandigarh,2021,2,TOTAL,14863,10458390.53475552
Merchant payments,chandigarh,2021,3,TOTAL,3179506,2245390329.2047896
Peer-to-peer payments,chandigarh,2021,3,TOTAL,2434417,8927868098.340746
Recharge & bill payments,chandigarh,2021,3,TOTAL,1008585,620437997.3899603
Financial Services,chandigarh,2021,3,TOTAL,5700,7960844.903971832
Others,chandigarh,2021,3,TOTAL,21170,14225734.853836158
Merchant payments,chandigarh,2021,4,TOTAL,4056249,3041038519.8233976
Peer-to-peer payments,chandigarh,2021,4,TOTAL,2797561,10610461952.107159
Recharge & bill payments,chandigarh,2021,4,TOTAL,1013153,693790747.2429855
Financial Services,chandigarh,2021,4,TOTAL,7038,10459431.863661807
Others,chandigarh,2021,4,TOTAL,24902,17832859.58125159
Merchant payments,chandigarh,2022,1,TOTAL,4511757,3264574793.4564357
Peer-to-peer payments,chandigarh,2022,1,TOTAL,3012464,11150701028.605722
Recharge & bill payments,chandigarh,2022,1,TOTAL,1046187,731347957.2152067
Financial Services,chandigarh,2022,1,TOTAL,7228,13538635.562948208
Others,chandigarh,2022,1,TOTAL,22855,14829134.999686666
Merchant payments,chandigarh,2022,2,TOTAL,6136803,3919372475.5605655
Peer-to-peer payments,chandigarh,2022,2,TOTAL,3489382,12549248085.111443
Recharge & bill payments,chandigarh,2022,2,TOTAL,1119367,792957088.5933374
Financial Services,chandigarh,2022,2,TOTAL,6673,8943857.181076445
Others,chandigarh,2022,2,TOTAL,20264,12978651.924569944
Merchant payments,chandigarh,2022,3,TOTAL,7665907,4713972532.82215
Peer-to-peer payments,chandigarh,2022,3,TOTAL,4423590,14788179156.481958
Recharge & bill payments,chandigarh,2022,3,TOTAL,1360342,1033530639.9360826
Financial Services,chandigarh,2022,3,TOTAL,8868,9918740.020967592
Others,chandigarh,2022,3,TOTAL,19466,14156668.144691642
Merchant payments,chandigarh,2022,4,TOTAL,10170372,6570336079.954211
Peer-to-peer payments,chandigarh,2022,4,TOTAL,5951989,20013621495.89691
Recharge & bill payments,chandigarh,2022,4,TOTAL,1749647,1267654269.1590745
Financial Services,chandigarh,2022,4,TOTAL,10778,12000766.356404984
Others,chandigarh,2022,4,TOTAL,22054,16141955.57281622
Recharge & bill payments,chhattisgarh,2018,1,TOTAL,1177618,206518662.81014803
Peer-to-peer payments,chhattisgarh,2018,1,TOTAL,550697,1838238336.1663632
Merchant payments,chhattisgarh,2018,1,TOTAL,42411,39708474.15869055
Financial Services,chhattisgarh,2018,1,TOTAL,33002,7350624.274461515
Others,chhattisgarh,2018,1,TOTAL,87786,57339459.82710209
Recharge & bill payments,chhattisgarh,2018,2,TOTAL,1643461,351709628.0901169
Peer-to-peer payments,chhattisgarh,2018,2,TOTAL,933066,3703114547.658351
Merchant payments,chhattisgarh,2018,2,TOTAL,118438,129967815.18510856
Financial Services,chhattisgarh,2018,2,TOTAL,40299,9405941.62707696
Others,chhattisgarh,2018,2,TOTAL,80892,69972510.60099621
Recharge & bill payments,chhattisgarh,2018,3,TOTAL,1911374,443460556.77590346
Peer-to-peer payments,chhattisgarh,2018,3,TOTAL,1619886,5647949187.747948
Merchant payments,chhattisgarh,2018,3,TOTAL,220572,145342066.01377475
Financial Services,chhattisgarh,2018,3,TOTAL,31927,6195179.156999446
Others,chhattisgarh,2018,3,TOTAL,75845,59360083.75169004
Recharge & bill payments,chhattisgarh,2018,4,TOTAL,2438959,554514488.4121984
Peer-to-peer payments,chhattisgarh,2018,4,TOTAL,2342713,8450105299.480802
Merchant payments,chhattisgarh,2018,4,TOTAL,458091,331842964.57864183
Financial Services,chhattisgarh,2018,4,TOTAL,42199,9709810.436343707
Others,chhattisgarh,2018,4,TOTAL,83882,70240102.06349953
Peer-to-peer payments,chhattisgarh,2019,1,TOTAL,4068056,11417366152.388483
Recharge & bill payments,chhattisgarh,2019,1,TOTAL,2997095,679458794.5442779
Merchant payments,chhattisgarh,2019,1,TOTAL,710047,374735986.85082686
Financial Services,chhattisgarh,2019,1,TOTAL,33835,5075418.743007188
Others,chhattisgarh,2019,1,TOTAL,78636,67920032.80184662
Peer-to-peer payments,chhattisgarh,2019,2,TOTAL,4350167,15410038389.818308
Recharge & bill payments,chhattisgarh,2019,2,TOTAL,3435305,855753107.510468
Merchant payments,chhattisgarh,2019,2,TOTAL,1483870,654411637.0168115
Financial Services,chhattisgarh,2019,2,TOTAL,22563,4237631.55442897
Others,chhattisgarh,2019,2,TOTAL,98040,77914922.92227882
Peer-to-peer payments,chhattisgarh,2019,3,TOTAL,5021844,17584630267.779922
Recharge & bill payments,chhattisgarh,2019,3,TOTAL,4335851,1069468753.7262831
Merchant payments,chhattisgarh,2019,3,TOTAL,2772084,1074255588.7227576
Financial Services,chhattisgarh,2019,3,TOTAL,16452,4542997.939180325
Others,chhattisgarh,2019,3,TOTAL,96880,70361559.28538439
Peer-to-peer payments,chhattisgarh,2019,4,TOTAL,7241974,24112075521.017845
Recharge & bill payments,chhattisgarh,2019,4,TOTAL,5112337,1257371454.8604
Merchant payments,chhattisgarh,2019,4,TOTAL,3852716,1720930747.6285615
Financial Services,chhattisgarh,2019,4,TOTAL,14974,4665759.804240476
Others,chhattisgarh,2019,4,TOTAL,83757,48745253.90234077
Peer-to-peer payments,chhattisgarh,2020,1,TOTAL,8109789,28723854868.846924
